0. 0. 0.6
0.546875 0.109375 0.343756
0.546875 0.109375 0.343756
0.53125 0.109375 0.3281256
0.53125 0.109375 0.3281256
0.53125 0.109375 0.3281256
0.53125 0.109375 0.31256
0.53125 0.109375 0.31256
0.53125 0.109375 0.2968756
0.53125 0.109375 0.2968756
0.53125 0.09375 0.2968756
0.53125 0.09375 0.281256
0.53125 0.09375 0.281256
0.53125 0.09375 0.2656256
0.53125 0.09375 0.2656256
0.53125 0.09375 0.2656256
0.53125 0.09375 0.256
0.53125 0.09375 0.256
0.515625 0.0625 0.2656256
0.53125 0.09375 0.256
0.53125 0.125 0.2343756
0.546875 0.15625 0.2343756
0.546875 0.171875 0.218756
0.546875 0.203125 0.218756
0.5625 0.234375 0.2031256
0.5625 0.25 0.2031256
0.578125 0.28125 0.18756
0.578125 0.3125 0.18756
0.578125 0.34375 0.1718756
0.59375 0.359375 0.1718756
0.59375 0.390625 0.156256
0.609375 0.421875 0.156256
0.609375 0.4375 0.1406256
0.609375 0.46875 0.1256
0.625 0.5 0.1256
0.625 0.53125 0.1093756
0.640625 0.546875 0.1093756
0.640625 0.578125 0.093756
0.640625 0.609375 0.093756
0.65625 0.625 0.0781256
0.65625 0.65625 0.0781256
0.671875 0.6875 0.06256
0.671875 0.71875 0.06256
0.671875 0.734375 0.0468756
0.6875 0.765625 0.0468756
0.6875 0.796875 0.031256
0.75 0.890625 0.0156256
0.71875 0.859375 0.031256
0.703125 0.84375 0.031256
0.6875 0.8125 0.031256
0.671875 0.796875 0.0468756
0.65625 0.78125 0.0468756
0.640625 0.75 0.0468756
0.625 0.734375 0.0468756
0.609375 0.71875 0.06256
0.59375 0.6875 0.06256
0.5625 0.671875 0.06256
0.546875 0.65625 0.06256
0.53125 0.625 0.0781256
0.515625 0.609375 0.0781256
0.5 0.59375 0.0781256
0.484375 0.5625 0.093756
0.46875 0.546875 0.093756
0.453125 0.53125 0.093756
0.4375 0.5 0.093756
0.40625 0.484375 0.1093756
0.390625 0.453125 0.1093756
0.375 0.4375 0.1093756
0.359375 0.421875 0.1093756
0.34375 0.390625 0.1256
0.328125 0.375 0.1256
0.3125 0.359375 0.1256
0.296875 0.328125 0.1406256
0.28125 0.3125 0.1406256
0.25 0.296875 0.1406256
0.234375 0.265625 0.1406256
0.21875 0.25 0.156256
0.203125 0.234375 0.156256
0.1875 0.203125 0.156256
0.171875 0.1875 0.156256
0.15625 0.171875 0.1718756
0.140625 0.140625 0.1718756
0.125 0.125 0.1718756
0.09375 0.09375 0.156256
0.109375 0.109375 0.1718756
0.109375 0.109375 0.1718756
0.109375 0.109375 0.1718756
0.109375 0.109375 0.1718756
0.109375 0.125 0.1718756
0.109375 0.125 0.1718756
0.109375 0.125 0.1718756
0.109375 0.125 0.18756
0.109375 0.125 0.18756
0.109375 0.140625 0.18756
0.109375 0.140625 0.18756
0.125 0.140625 0.18756
0.125 0.140625 0.18756
0.125 0.15625 0.18756
0.125 0.15625 0.18756
0.125 0.15625 0.2031256
0.125 0.15625 0.2031256
0.125 0.15625 0.2031256
0.125 0.171875 0.2031256
0.125 0.171875 0.2031256
0.125 0.171875 0.2031256
0.125 0.171875 0.2031256
0.125 0.171875 0.218756
0.140625 0.1875 0.218756
0.140625 0.1875 0.218756
0.140625 0.1875 0.218756
0.140625 0.1875 0.218756
0.140625 0.203125 0.218756
0.140625 0.203125 0.218756
0.140625 0.203125 0.218756
0.140625 0.203125 0.2343756
0.140625 0.203125 0.2343756
0.140625 0.21875 0.2343756
0.140625 0.21875 0.2343756
0.140625 0.21875 0.2343756
0.15625 0.21875 0.2343756
0.15625 0.234375 0.2343756
0.15625 0.234375 0.256
0.15625 0.234375 0.256
0.15625 0.234375 0.256
0.15625 0.234375 0.256
0.15625 0.25 0.256
0.15625 0.25 0.256
0.15625 0.25 0.256
0.15625 0.25 0.256
0.15625 0.25 0.2656256
0.15625 0.265625 0.2656256
0.171875 0.265625 0.2656256
0.171875 0.265625 0.2656256
0.171875 0.265625 0.2656256
0.171875 0.28125 0.2656256
0.171875 0.28125 0.2656256
0.171875 0.28125 0.281256
0.171875 0.28125 0.281256
0.171875 0.28125 0.281256
0.171875 0.296875 0.281256
0.171875 0.296875 0.281256
0.171875 0.296875 0.281256
0.171875 0.296875 0.281256
0.1875 0.3125 0.281256
0.1875 0.3125 0.2968756
0.1875 0.3125 0.2968756
0.1875 0.3125 0.2968756
0.1875 0.3125 0.2968756
0.1875 0.328125 0.2968756
0.1875 0.328125 0.2968756
0.1875 0.328125 0.2968756
0.1875 0.328125 0.31256
0.1875 0.328125 0.31256
0.1875 0.34375 0.31256
0.1875 0.34375 0.31256
0.203125 0.34375 0.31256
0.203125 0.34375 0.31256
0.203125 0.359375 0.31256
0.203125 0.359375 0.31256
0.203125 0.359375 0.3281256
0.203125 0.359375 0.3281256
0.203125 0.359375 0.3281256
0.203125 0.375 0.3281256
0.203125 0.375 0.3281256
0.203125 0.375 0.3281256
0.203125 0.375 0.3281256
0.1875 0.34375 0.2968756
0.203125 0.359375 0.31256
0.203125 0.375 0.31256
0.203125 0.375 0.3281256
0.203125 0.390625 0.3281256
0.21875 0.390625 0.343756
0.21875 0.40625 0.343756
0.21875 0.40625 0.3593756
0.21875 0.421875 0.3593756
0.234375 0.421875 0.3756
0.234375 0.4375 0.3756
0.234375 0.4375 0.3906256
0.234375 0.453125 0.3906256
0.25 0.46875 0.3906256
0.25 0.46875 0.406256
0.25 0.484375 0.406256
0.25 0.484375 0.4218756
0.265625 0.5 0.4218756
0.265625 0.5 0.43756
0.265625 0.515625 0.43756
0.265625 0.515625 0.4531256
0.28125 0.53125 0.4531256
0.28125 0.53125 0.468756
0.28125 0.546875 0.468756
0.28125 0.546875 0.468756
0.296875 0.5625 0.4843756
0.296875 0.578125 0.4843756
0.296875 0.578125 0.56
0.296875 0.59375 0.56
0.3125 0.59375 0.5156256
0.3125 0.609375 0.5156256
0.3125 0.609375 0.531256
0.3125 0.625 0.531256
0.328125 0.625 0.5468756
0.328125 0.640625 0.5468756
0.328125 0.640625 0.56256
0.328125 0.65625 0.56256
0.34375 0.671875 0.56256
0.34375 0.671875 0.5781256
0.34375 0.6875 0.5781256
0.34375 0.6875 0.593756
0.359375 0.703125 0.593756
0.359375 0.703125 0.6093756
0.359375 0.71875 0.6093756
0.359375 0.71875 0.6256
0.375 0.734375 0.6256
0.375 0.734375 0.6406256
0.375 0.75 0.6406256
0.34375 0.71875 0.6256
0.359375 0.734375 0.6406256
0.375 0.734375 0.6406256
0.375 0.75 0.6406256
0.390625 0.75 0.6406256
0.390625 0.765625 0.6406256
0.40625 0.765625 0.656256
0.40625 0.78125 0.656256
0.421875 0.78125 0.656256
0.4375 0.796875 0.656256
0.4375 0.796875 0.656256
0.453125 0.8125 0.6718756
0.453125 0.8125 0.6718756
0.46875 0.828125 0.6718756
0.46875 0.828125 0.6718756
0.484375 0.84375 0.6718756
0.484375 0.84375 0.6718756
0.5 0.84375 0.68756
0.515625 0.859375 0.68756
0.515625 0.859375 0.68756
0.53125 0.875 0.68756
0.53125 0.875 0.68756
0.546875 0.890625 0.7031256
0.546875 0.890625 0.7031256
0.5625 0.90625 0.7031256
0.578125 0.90625 0.7031256
0.578125 0.921875 0.7031256
0.59375 0.921875 0.718756
0.59375 0.9375 0.718756
0.609375 0.9375 0.718756
0.609375 0.953125 0.718756
0.625 0.953125 0.718756
0.609375 0.96875 0.756
0.625 0.953125 0.718756
0.625 0.9375 0.7031256
0.625 0.9375 0.68756
0.640625 0.921875 0.6718756
0.640625 0.921875 0.656256
0.640625 0.90625 0.6406256
0.65625 0.90625 0.6093756
0.65625 0.890625 0.593756
0.65625 0.875 0.5781256
